,code,name,py,3,4,jz,day1,week1,month1,month3,month6,year1,year2,year3,year0,yearall,1,2,3
1350,000219,博时裕益混合,BSYYHH,2019-08-30,1.3320,1.5840,-0.7452,0.3012,4.5526,8.1169,9.8104,17.0475,7.4193,17.3773,28.9448,63.7479,2013-07-29,1,70.5707
1351,001623,兴业国企改革混合,XYGQGGHH,2019-08-30,1.3330,1.3330,0.5279,0.3010,0.3765,10.8063,11.4548,16.4192,13.4468,34.5106,28.42,33.30,2015-09-17,1,33.3
1352,003378,泰康策略优选混合,TKCLYXHH,2019-08-30,1.1755,1.2165,0.5216,0.2987,1.8278,9.4812,14.5043,20.5642,12.2994,,35.7391,21.9010,2016-11-28,1,21.901
1353,006575,华安养老2030三年(FOF),HAYL2030SNFOF,2019-08-28,1.0086,1.0086,-0.1386,0.2983,0.2086,0.6687,,,,,,0.86,2019-04-26,3,
1354,005825,申万菱信智能驱动股票,SWLXZNQDGP,2019-08-30,1.2821,1.2821,0.0312,0.2973,6.3013,22.3728,19.1321,30.0964,,,39.7994,28.21,2018-06-13,1,28.21
1355,006295,工银养老2035(FOF),GYYL2035FOF,2019-08-28,1.0464,1.0464,-0.2098,0.2971,0.5380,3.7992,2.7898,,,,4.1090,4.64,2018-10-31,3,
1356,002732,长盛沪港深混合,CSHGSHH,2019-08-30,1.0130,1.0130,0.8964,0.2970,1.7068,2.1169,1.7068,-4.1627,-11.8364,1.1988,4.6488,1.30,2016-07-05,1,1.3
1357,002398,华安安禧混合A,HAAXHHA,2019-08-30,1.0814,1.1214,0.0277,0.2968,0.3527,1.2927,1.9612,3.3844,7.2467,11.3961,3.1477,12.2873,2016-04-13,1,12.2873
1358,000963,兴业多策略混合,XYDCLHH,2019-08-30,1.3540,1.3540,0,0.2963,-0.3679,3.1226,5.5339,19.2952,7.8884,5.0427,29.8178,35.40,2015-01-23,1,35.4
1359,002335,汇丰晋信大盘波动股票C,HFJXDPBDGPC,2019-08-30,1.2562,1.2562,-0.1193,0.2954,-1.7673,2.7734,-0.0318,7.1020,-2.8386,15.1315,11.7019,25.6074,2016-03-11,1,25.6074
1360,005583,易方达港股通红利混合,YFDGGTHLHH,2019-08-30,0.8154,0.8154,0.0245,0.2952,0.0736,7.3318,-0.1103,-6.0599,,,5.7039,-18.46,2018-03-07,1,-18.46
1361,005021,渤海汇金量化汇盈混合,BHHJLHHYHH,2019-08-30,1.0875,1.0875,-0.7303,0.2951,1.05,3.8682,3.5813,8.0048,,,9.7376,8.75,2018-07-20,1,8.75
1362,003154,华宝新活力混合,HBXHLHH,2019-08-30,1.2967,1.2967,0.0772,0.2939,1.0206,6.1564,5.6031,8.0944,15.0067,,19.6991,29.67,2016-09-07,1,29.67
1363,007571,南方上证380ETF联接C,NFSZ380ETFLJC,2019-08-30,1.3319,1.3319,-0.56,0.2937,-0.8338,,,,,,,1.2313,2019-07-12,1,1.2313
1364,202025,南方上证380ETF联接A,NFSZ380ETFLJA,2019-08-30,1.3323,1.3323,-0.5598,0.2936,-0.8115,2.7296,3.0076,6.1594,-12.5328,-9.6868,21.5048,33.23,2011-09-20,1,26.8012
1365,200006,长城消费增值混合,CCXFZZHH,2019-08-30,1.0265,2.4665,0.4895,0.2931,4.4146,11.5761,18.6980,17.8531,15.2723,6.0325,30.3823,215.1941,2006-04-06,1,24.1534
1366,003298,嘉实物流产业股票A,JSWLCYGPA,2019-08-30,1.3720,1.3720,-0.1456,0.2924,0.2191,8.3728,15.1973,31.9231,17.7682,,35.8416,37.20,2016-12-29,1,37.2
1367,001660,富安达行业轮动混合,FADHYLDHH,2019-08-30,1.0320,1.0320,0.3891,0.2915,-0.3861,5.0916,5.8462,14.0331,,,20.1397,3.20,2018-04-04,1,3.2
1368,161037,富国中证高端制造指数增强型,FGZZGDZZZSZQX,2019-08-30,1.1020,1.1020,-1.0417,0.2912,3.4839,14.1851,15.5257,20.6085,2.5021,,41.1915,10.20,2017-04-27,1,10.2
1369,163008,长信利鑫债券(LOF)A,CXLXZQLOFA,2019-08-30,0.6612,1.0932,-0.0151,0.2882,1.4111,2.8465,2.2264,6.3707,10.4125,,3.9623,12.5454,2017-01-09,1,12.5454
1370,004752,广发中证传媒ETF联接A,GFZZCMETFLJA,2019-08-30,0.7341,0.7341,-1.3174,0.2869,-0.1903,0.9766,-8.2375,-0.0817,,,11.7692,-26.59,2018-01-02,1,-26.59
1371,001903,光大欣鑫混合A,GDXXHHA,2019-08-30,1.4060,1.75,0,0.2853,0.5004,1.3699,1.8813,5.1016,10.1158,8.4320,2.9582,76.8526,2015-11-16,1,76.8526
1372,501051,圆信永丰汇利混合(LOF),YXYFHLHHLOF,2019-08-30,1.0956,1.0956,0.6430,0.2838,1.2102,8.5397,15.7895,25.7865,,,38.9297,9.56,2017-11-30,1,9.56
1373,002399,华安安禧混合C,HAAXHHC,2019-08-30,1.0621,1.1021,0.0283,0.2833,0.3023,1.1428,1.7143,2.8170,6.0872,9.6727,2.7972,10.3307,2016-04-13,1,10.3307
1374,005206,南方优选成长混合C,NFYXCZHHC,2019-08-30,2.8350,2.8350,0.5319,0.2830,3.9985,14.3606,19.1176,24.6153,,,35.5810,14.8238,2017-12-01,1,14.8238
1375,006861,招商和悦稳健养老(FOF)A,ZSHYWJYLFOFA,2019-08-28,1.0275,1.0275,-0.0292,0.2830,1.3314,2.9044,,,,,,2.75,2019-04-26,3,
1376,006649,汇安多因子混合C,HADYZHHC,2019-08-30,1.0995,1.1295,0.2370,0.2827,5.1348,15.4104,,,,,,13.1137,2019-04-30,1,13.1137
1377,004738,上投摩根安隆回报A,STMGALHBA,2019-08-30,1.0679,1.0679,-0.2149,0.2817,0.5177,2.5151,3.9926,7.0040,,,7.9450,6.79,2018-02-08,1,6.79
1378,163111,申万菱信中小板指数(LOF)A,SWLXZXBZSLOFA,2019-08-30,0.9281,1.7270,-0.5252,0.2809,1.1223,7.6433,1.1113,2.3828,-16.8294,-11.9199,24.9461,25.9417,2012-05-08,1,12.7511
1379,000617,上投摩根优信增利债券C,STMGYXZLZQC,2019-08-30,1.4380,1.4380,0.2091,0.2789,0.5594,1.1963,3.7518,9.5202,7.3134,3.6023,9.3536,43.80,2014-06-11,1,42.5173
1380,673050,西部利得新盈混合,XBLDXYHH,2019-08-30,1.08,1.08,0.2786,0.2786,1.7908,1.5038,1.4085,2.4668,4.7527,6.5089,1.7908,8,2016-01-22,1,8
1381,090006,大成2020生命周期混合,DC2020SMZQHH,2019-08-30,0.7220,2.5440,-0.1383,0.2778,0.6974,3.5868,4.1847,6.1765,-2.8264,-8.1425,7.1217,133.6064,2006-09-13,1,19.9335
1382,000406,汇添富双利增强债券A,HTFSLZQZQA,2019-08-30,1.0840,1.4170,0.1848,0.2776,0.65,3.6255,4.9049,6.1782,11.6913,13.6140,6.6262,45.1987,2013-12-03,1,38.5484
1383,163003,长信利鑫债券(LOF)C,CXLXZQLOFC,2019-08-30,0.6501,1.0821,-0.0154,0.2776,1.3880,2.7663,2.0565,6.0218,9.4347,10.3693,3.7338,99.1256,2011-06-24,1,50.8915
1384,164818,工银中证传媒指数分级,GYZZCMZSFJ,2019-08-30,0.9041,0.26,-1.3099,0.2772,-0.3635,0.8479,-8.8976,0.4363,-36.3203,-52.5153,12.1316,-75.4388,2015-05-21,1,-75.4388
1385,202023,南方优选成长混合A,NFYXCZHHA,2019-08-30,2.8950,2.8950,0.5208,0.2771,4.0244,14.6081,20.4243,26.5297,26.2538,46.7309,37.2688,189.50,2011-01-30,1,155.9682
1386,410010,华富中小板指数增强,HFZXBZSZQ,2019-08-30,1.0883,1.0883,-0.5119,0.2764,0.9087,6.8637,-0.5937,-1.0816,-21.4224,-23.6816,20.8954,8.83,2011-12-09,1,-3.9453
1387,002376,国寿安保核心产业混合,GSABHXCYHH,2019-08-30,1.09,1.19,-0.7286,0.2760,4.2065,13.1880,21.6518,23.1639,7.1512,15.9409,39.5647,18.7235,2016-02-03,1,18.7235
1388,001556,天弘中证500指数增强A,THZZ500ZSZQA,2019-08-30,0.7639,0.7639,-0.8566,0.2757,-0.6503,3.4534,1.2056,5.2204,-2.3520,-5.3173,19.5649,-23.61,2015-06-30,1,-23.61
1389,006154,华安制造先锋混合,HAZZXFHH,2019-08-30,1.4572,1.4572,-2.0106,0.2753,7.3365,15.4767,29.5404,,,,45.6763,45.72,2018-12-25,1,45.72
1390,002413,中银瑞利混合A,ZYRLHHA,2019-08-30,1.0930,1.2080,0,0.2752,0.9234,5.8084,6.8426,10.6275,14.5391,19.5489,13.1471,22.2985,2016-02-04,1,22.2985
1391,003295,南方安裕混合A,NFAYHHA,2019-08-30,1.0572,1.1738,0.0284,0.2751,1.4937,6.2192,8.6052,11.3008,13.8019,,12.7751,17.4891,2016-11-15,1,17.4891
1392,001705,泓德战略转型股票,HDZLZXGP,2019-08-30,1.0960,1.2960,0.3663,0.2745,2.7179,13.5751,15.6118,21.6425,9.6429,14.5503,36.1490,31.0455,2015-11-10,1,31.0455
1393,160805,长盛同智优势混合(LOF),CSTZYSHHLOF,2019-08-30,0.7679,2.3481,-0.0651,0.2742,1.7491,9.3564,7.3686,6.1515,-5.8023,-7.8262,21.6379,38.7985,2007-01-05,1,9.2023
1394,620009,金元顺安丰祥债券,JYSAFXZQ,2019-08-30,1.0980,1.2980,0,0.2740,1.0119,3.0986,2.3299,6.7055,6.3953,5.3342,5.7803,31.2554,2013-02-05,1,22.6686
1395,004739,上投摩根安隆回报C,STMGALHBC,2019-08-30,1.0621,1.0621,-0.2161,0.2738,0.5015,2.4797,3.8424,6.7008,,,7.7399,6.21,2018-02-08,1,6.21
1396,000616,上投摩根优信增利债券A,STMGYXZLZQA,2019-08-30,1.4690,1.4690,0.2046,0.2730,0.6164,1.3103,3.8897,9.9551,8.1738,4.8537,9.6269,46.90,2014-06-11,1,45.4455
1397,002663,前海开源沪港深大消费混合C,QHKYHGSDXFHHC,2019-08-30,1.1020,1.1020,-0.8101,0.2730,2.7027,6.6796,3.5714,7.4074,1.6605,,18.8781,10.20,2016-09-29,1,10.2
1398,001904,光大欣鑫混合C,GDXXHHC,2019-08-30,1.1030,1.2070,0,0.2728,0.4554,1.3787,1.8432,4.8985,10.0443,8.0591,2.9402,21.1342,2015-11-16,1,21.1342
1399,206013,鹏华宏观灵活配置混合,PHHGLHPZHH,2019-08-30,1.1040,1.5390,0.0907,0.2725,-1.7794,5.5449,3.3707,4.2493,7.7073,5.7471,6.8732,53.8665,2012-06-13,1,41.5515
1400,004267,金鹰持久增利债券(LOF)E,JYCJZLZQLOFE,2019-08-30,1.1065,1.1065,-0.2794,0.2719,1.0687,4.2491,6.0780,6.5479,1.0226,,12.9197,10.65,2017-01-20,1,10.65
1401,002662,前海开源沪港深大消费混合A,QHKYHGSDXFHHA,2019-08-30,1.1090,1.1090,-0.8050,0.2712,2.7804,6.7372,3.6449,7.4612,2.0239,,18.9914,10.90,2016-09-29,1,10.9
1402,161115,易方达岁丰添利债券(LOF),YFDSFTLZQLOF,2019-08-30,1.4890,2.0730,0.1345,0.2694,1.0862,4.4180,6.4332,12.6324,11.4521,12.8032,10.2963,128.2065,2010-11-09,1,87.3663
1403,005217,建信福泽安泰混合(FOF),JXFZATHHFOF,2019-08-29,1.0448,1.0448,0.0191,0.2687,0.9469,2.9157,2.7638,5.7704,,,6.9506,4.48,2017-11-02,1,
1404,002474,中邮睿信增强债,ZYRXZQZ,2019-08-30,1.13,1.13,-0.4405,0.2662,1.5274,3.9558,2.4479,6.8053,11.2205,13,5.7063,13,2016-08-25,1,13
1405,001557,天弘中证500指数增强C,THZZ500ZSZQC,2019-08-30,0.7536,0.7536,-0.8552,0.2661,-0.6722,3.3603,1.0052,4.7977,-3.0615,-6.2453,19.2594,-24.64,2015-06-30,1,-24.64
1406,000935,浙商汇金转型成长,ZSHJZXCZ,2019-08-30,0.7570,0.9070,0.3979,0.2649,3.1336,14.5234,13.8347,12.3145,-2.6992,-2.3225,20.7337,-18.5184,2014-12-30,1,-18.5184
1407,070022,嘉实领先成长混合,JSLXCZHH,2019-08-30,1.8930,2.3380,-0.2634,0.2648,1.3384,6.8285,10.1222,10.2504,0.4777,0.2841,28.0785,133.0603,2011-05-31,1,85.5576
1408,006862,招商和悦稳健养老(FOF)C,ZSHYWJYLFOFC,2019-08-28,1.0257,1.0257,-0.0390,0.2639,1.2837,2.7756,,,,,,2.57,2019-04-26,3,
1409,002599,平安智能生活混合C,PAZNSHHHC,2019-08-30,0.7620,0.7620,-0.1311,0.2632,1.7356,3.5326,9.0129,6.4246,-15.3333,-23.1855,20.5696,-23.80,2016-06-08,1,-23.8
1410,000354,长盛城镇化主题混合,CSCZHZTHH,2019-08-30,1.1440,1.7920,-2.5554,0.2629,3.6232,10.9602,7.2165,8.4360,-15.1965,-12.5383,25.1641,74.2265,2013-11-12,1,53.0989
1411,630005,华商动态阿尔法混合,HSDTAEFHH,2019-08-30,1.1450,1.5850,0.1750,0.2627,0.7922,8.6338,6.0999,1.8288,-19.6764,-35.7929,15.8154,59.3620,2009-11-24,1,5.8884
1412,610004,信达澳银中小盘混合,XDAYZXPHH,2019-08-30,1.5270,1.5270,-1.8006,0.2626,6.7086,18.2804,19.2037,33.7128,21.5764,27.8894,42.7103,52.70,2009-12-01,1,65.2597
1413,006718,国融融盛龙头严选混合A,GRRSLTYXHHA,2019-08-30,1.0307,1.0307,0.6838,0.2626,1.0094,3.07,,,,,,3.07,2019-05-29,1,3.07
1414,001966,圆信永丰兴源灵活配置混合C,YXYFXYLHPZHHC,2019-08-30,1.1460,1.1460,-0.7792,0.2625,5.6221,16.4634,17.1779,21.9149,12.5737,,27.4750,14.60,2017-06-21,1,14.6
1415,006246,华夏中小板ETF联接A,HXZXBETFLJA,2019-08-30,1.0711,1.0711,-0.5201,0.2621,0.9424,7.4215,-0.5386,,,,22.7481,7.11,2018-09-10,1,7.11
1416,003647,创金合信中证1000指数增强C,CJHXZZ1000ZSZQC,2019-08-30,0.9183,0.9183,-1.3853,0.2620,-1.4382,-1.0666,3.1798,11.7561,-7.5133,,23.4938,-8.17,2016-12-22,1,-8.17
1417,002598,平安智能生活混合A,PAZNSHHHA,2019-08-30,0.7670,0.7670,-0.1302,0.2614,1.8592,3.6486,9.2593,6.8245,-15.6216,-23.2232,20.9779,-23.30,2016-06-08,1,-23.3
1418,003096,中欧医疗健康混合C,ZOYLJKHHC,2019-08-30,1.54,1.6150,0.6536,0.2604,10.7913,17.6471,30.73,20.2186,57.9176,,56.0283,62.3393,2016-09-29,1,62.3393
1419,003646,创金合信中证1000指数增强A,CJHXZZ1000ZSZQA,2019-08-30,0.9240,0.9240,-1.3874,0.2604,-1.4190,-0.9646,3.5874,12.4088,-6.9674,,24.1101,-7.60,2016-12-22,1,-7.6
1420,003095,中欧医疗健康混合A,ZOYLJKHHA,2019-08-30,1.5410,1.6160,0.6532,0.2602,10.7836,17.6336,30.5932,20.0156,57.2379,,55.8140,62.4267,2016-09-29,1,62.4267
1421,000697,汇添富移动互联股票,HTFYDHLGP,2019-08-30,1.1590,1.1590,-1.1935,0.2595,3.8530,16.9526,11.0153,5.2679,-16.7385,-27.5172,36.0329,15.90,2014-08-26,1,
1422,002743,泓德裕祥债券C,HDYXZQC,2019-08-30,1.1590,1.1590,0,0.2595,1.0462,3.1139,2.7482,8.2166,13.6275,,8.2166,15.90,2017-01-13,1,15.9
1423,003143,鹏华弘达混合C,PHHDHHC,2019-08-30,1.1232,1.1232,0.0891,0.2589,0.9527,5.4648,4.0289,6.0924,10.1176,12.32,3.8078,12.32,2016-08-10,1,12.32
1424,162105,金鹰持久增利债券(LOF)C,JYCJZLZQLOFC,2019-08-30,1.0869,1.4526,-0.2844,0.2583,1.0224,4.1192,5.7913,5.5448,-0.7397,0.2583,12.5272,54.5590,2012-03-09,1,23.8181
1425,002604,华夏新起点混合,HXXQDHH,2019-08-30,1.17,1.17,0.0855,0.2571,2.2727,7.0448,11.6412,19.0234,15.4985,16.3022,30.7263,17,2016-06-30,1,17
1426,002742,泓德裕祥债券A,HDYXZQA,2019-08-30,1.1710,1.1710,0,0.2568,1.1226,3.2628,2.9903,8.6271,14.4673,,8.6271,17.10,2017-01-13,1,17.1
1427,003063,银华通利混合C,YHTLHHC,2019-08-30,1.0936,1.0936,0.0824,0.2567,0.6072,3.9445,4.0632,5.2753,7.7863,9.4914,4.9218,9.36,2016-08-05,1,9.36
1428,229002,泰达宏利逆向策略混合,TDHLNXCLHH,2019-08-30,1.5640,2.4240,-0.1277,0.2564,-0.1915,7.5653,6.25,9.3707,-8.3704,-8.7293,25.8246,133.6529,2012-05-23,1,86.9223
1429,005519,银华混改红利灵活配置混合发起式,YHHGHLLHPZHHFQS,2019-08-30,1.0563,1.0563,0.5904,0.2563,3.2349,7.1516,10.5148,15.8097,,,22.0451,5.63,2018-05-22,1,5.63
1430,006586,南方安裕混合C,NFAYHHC,2019-08-30,1.0560,1.1730,0.0284,0.2563,1.4396,6.0580,8.2783,,,,12.4150,11.2433,2018-12-11,1,11.2433
1431,001453,鹏华弘鑫混合A,PHHXHHA,2019-08-30,1.0579,1.0579,0.0946,0.2559,1.0604,5.6949,10.0031,12.9632,-2.2815,0.4940,22.4138,5.79,2015-06-18,1,5.79
1432,000993,华宝稳健回报混合,HBWJHBHH,2019-08-30,0.7880,0.7880,0.1271,0.2545,1.9405,12.4108,0.3822,1.0256,-21.2787,-16.9652,18.1409,-21.20,2015-03-27,1,-21.2
1433,000024,大摩双利增强债券A,DMSLZQZQA,2019-08-30,1.1870,1.4510,0.0843,0.2533,0.7640,1.7137,1.8010,6.4574,10.8310,12.1084,3.7587,48.2073,2013-03-26,1,34.9793
1434,003142,鹏华弘达混合A,PHHDHHA,2019-08-30,2.3835,2.3835,0.0882,0.2524,0.9701,5.4879,4.0693,6.1693,10.6238,138.6603,3.8653,138.35,2016-08-10,1,138.35
1435,003062,银华通利混合A,YHTLHHA,2019-08-30,1.1149,1.1149,0.0808,0.2518,0.6227,4.0019,4.1963,5.5677,8.4428,11.6016,5.1098,11.49,2016-08-05,1,11.49
1436,040013,华安强化收益债券B,HAQHSYZQB,2019-08-30,1.1980,1.8130,0.0835,0.2511,0.6722,1.2665,2.0842,6.1947,10.2548,9.6372,3.8848,99.6982,2009-04-13,1,66.1253
1437,090015,大成内需增长混合A,DCNXZZHHA,2019-08-30,2.7970,2.7970,-0.7452,0.2509,4.7173,17.8180,18.9201,24.8661,8.2430,20.1460,35.5793,179.70,2011-06-14,1,115.1538
1438,005616,东方量化成长灵活配置混合,DFLHCZLHPZHH,2019-08-30,1.0394,1.0394,-0.7543,0.2508,2.4847,10.1176,8.4176,12.2947,,,24.7180,3.94,2018-03-21,1,3.94
1439,398001,中海优质成长混合,ZHYZCZHH,2019-08-30,0.4807,3.4033,-1.2531,0.2503,6.3731,21.7270,14.8626,19.2508,4.6821,13.7752,42.0928,463.7627,2004-09-28,1,35.1149
1440,501007,汇添富中证互联网医疗指数A,HTFZZHLWYLZSA,2019-08-30,0.9614,0.9614,-0.7433,0.2503,5.5903,9.8241,8.9529,6.3496,5.4051,,27.7269,-3.86,2016-12-22,1,-3.86
1441,000978,景顺长城量化精选股票,JSCCLHJXGP,2019-08-30,1.2050,1.2580,-0.4132,0.2496,-2.1915,-0.3308,-0.0829,0.8369,-16.8193,-6.3364,19.5437,25.6029,2015-02-04,1,25.6029
1442,001454,鹏华弘鑫混合C,PHHXHHC,2019-08-30,1.0452,1.0452,0.0862,0.2494,1.0441,5.6184,9.9169,12.8360,-2.4636,0.0096,22.2885,4.52,2015-06-18,1,4.52
1443,001220,民生加银研究精选混合,MSJYYJJXHH,2019-08-30,0.8060,0.8060,-0.4938,0.2488,4.8114,16.6425,14.6515,13.8418,-3.8186,-1.8270,28.5486,-19.40,2015-05-27,1,-19.4
1444,400025,东方新兴成长混合,DFXXCZHH,2019-08-30,1.7754,1.7754,0.8292,0.2484,3.1310,12.2605,19.7168,19.5717,32.2163,45.8354,35.0628,77.54,2014-09-03,1,77.54
1445,260111,景顺长城公司治理混合,JSCCGSZLHH,2019-08-30,1.2150,1.9930,0.2475,0.2475,-0.8164,5.2860,5.7441,11.7755,11.6185,31.0259,21.3786,122.2654,2008-10-22,1,71.3177
1446,001864,中海魅力长三角混合,ZHMLCSJHH,2019-08-30,1.2160,1.2160,-0.5724,0.2473,4.3777,16.6987,10.2448,11.3553,0.9967,12.3845,30.6122,21.60,2016-03-30,1,21.6
1447,003333,泰信智选成长混合,TXZXCZHH,2019-08-30,0.6898,0.6898,-0.2747,0.2471,1.7104,4.4202,0.1161,-5.1821,-31.2332,,13.7345,-31.02,2016-12-21,1,-31.02
1448,001334,南方利鑫A,NFLXA,2019-08-30,1.2220,1.2220,0,0.2461,1.4108,4.5338,5.0731,7.3814,10.5882,15.5009,7.6652,22.20,2015-05-20,1,22.2
1449,002076,浙商中证500指数增强A,ZSZZ500ZSZQA,2019-08-30,0.8961,0.8961,-0.9834,0.2461,-0.3004,3.0474,1.4491,1.3917,-16.9740,-13.3868,20.0884,-10.39,2016-05-11,1,-10.39
1450,000684,长盛养老健康产业灵活配置混合,CSYLJKCYLHPZHH,2019-08-30,1.23,1.23,0.4902,0.2445,3.8851,10.6115,1.0682,-1.6787,-5.4573,-3.3778,6.5858,23,2014-11-25,1,23
1451,006243,中银双息回报混合,ZYSXHBHH,2019-08-30,1.1487,1.1487,0.1133,0.2443,2.7460,11.4269,12.2764,,,,14.3099,14.87,2018-09-27,1,14.87
1452,006625,汇安嘉鑫纯债债券,HAJXCZZQ,2019-08-30,1.1486,1.1486,0,0.2443,0.3494,0.5867,0.7986,,,,0.9137,14.8370,2018-11-26,1,14.837
1453,000587,大成灵活配置混合,DCLHPZHH,2019-08-30,1.6490,2.0490,0.3041,0.2432,-0.7225,3.8413,3.7107,6.1816,-7.1509,3.6387,19.7531,104.9973,2014-05-14,1,81.4135
1454,001695,泓德泓业混合,HDHYHH,2019-08-30,1.2410,1.3510,-0.2412,0.2424,0.0807,9.1469,14.2726,23.9761,18.8733,22.3789,33.1546,36.9420,2015-08-27,1,36.942
1455,501008,汇添富中证互联网医疗指数C,HTFZZHLWYLZSC,2019-08-30,0.9555,0.9555,-0.7582,0.2413,5.5568,9.7015,8.8021,6.1077,5.0231,,27.5020,-4.45,2016-12-22,1,-4.45
1456,257050,国联安主题驱动混合,GLAZTQDHH,2019-08-30,1.4578,1.4578,0.22,0.2407,2.7343,11.4441,12.5193,12.9727,9.7328,9.8568,30.8735,45.78,2009-08-26,1,24.8116
1457,000590,华安新活力混合,HAXHLHH,2019-08-30,1.2510,1.5120,0,0.2404,0.6436,4.0398,4.7179,6.7991,10.7489,18.3897,7.9110,52.7227,2014-04-01,1,50.3176
1458,006483,广发可转债债券C,GFKZZZQC,2019-08-30,1.0863,1.0863,-0.0736,0.2399,1.7325,4.6229,3.8131,,,,7.2782,8.6191,2018-11-02,1,8.6191
1459,000913,农银医疗保健股票,NYYLBJGP,2019-08-30,1.4299,1.4299,0.8037,0.2383,14.8330,22.0780,33.8231,32.9768,48.1301,29.5786,63.5854,42.99,2015-02-10,1,42.99
1460,006896,新华聚利债券A,XHJLZQA,2019-08-30,1.0564,1.0564,0.0663,0.2372,1.6943,5.8411,,,,,,5.64,2019-04-11,1,5.64
1461,001940,农银现代农业加,NYXDNYJ,2019-08-30,1.1466,1.1466,-0.7273,0.2360,1.4511,3.8211,8.1188,12.5773,-1.6722,12.9766,23.8496,14.66,2016-01-29,1,14.66
1462,006482,广发可转债债券A,GFKZZZQA,2019-08-30,1.0671,1.0671,-0.0749,0.2348,1.5705,4.4027,2.6156,,,,6.0525,6.6993,2018-11-02,1,6.6993
1463,007062,中加聚盈四个月定开债C,ZJJYSGYDKZC,2019-08-30,1.0150,1.0150,,0.2347,1.7370,2.50,,,,,,2.50,2019-05-29,1,2.5
1464,001352,民生加银新战略混合,MSJYXZLHH,2019-08-30,1.2820,1.2820,0.1563,0.2346,-0.1558,2.56,5.3410,10.0429,17.3993,23.8647,12.4561,28.20,2015-06-26,1,28.2
1465,007061,中加聚盈四个月定开债A,ZJJYSGYDKZA,2019-08-30,1.0160,1.0160,,0.2345,1.7756,2.60,,,,,,2.60,2019-05-29,1,2.6
1466,450001,国富中国收益混合,GFZGSYHH,2019-08-30,1.0321,2.9652,0.0970,0.2331,2.2691,11.3977,14.6268,23.5308,19.7332,31.3773,30.2828,348.9213,2005-06-01,1,96.7029
1467,001270,英大灵活配置混合型发起式A,YDLHPZHHXFQSA,2019-08-30,1.1036,1.3036,0.1543,0.2326,3.5896,12.9406,13.9225,22.3220,18.3927,26.5176,28.3058,32.7043,2015-05-07,1,32.7043
1468,001271,英大灵活配置混合型发起式B,YDLHPZHHXFQSB,2019-08-30,1.0652,1.2652,0.1598,0.2319,3.5543,12.7267,13.1508,20.2922,15.9887,23.3241,26.9854,28.6887,2015-05-07,1,28.6887
1469,001405,东方红策略精选混合A,DFHCLJXHHA,2019-08-30,1.1259,1.2459,-0.0444,0.2315,0.5897,4.9497,4.25,6.5037,11.9978,16.9511,7.5975,25.6055,2015-06-05,1,25.6055
1470,519971,长信改革红利混合,CXGGHLHH,2019-08-30,1.30,1.5630,0.1541,0.2313,0.4637,4.7542,14.0350,17.8603,18.9386,27.0772,19.2660,63.9085,2014-08-06,1,
1471,100035,富国优化增强债券A/B,FGYHZQZQAB,2019-08-30,1.7360,1.8010,-0.1151,0.2309,1.5799,4.8309,3.1491,9.3199,11.2107,12.3625,10.0127,84.3636,2009-06-10,1,50.8253
1472,001039,嘉实先进制造股票,JSXJZZGP,2019-08-30,0.8730,0.8730,-0.2286,0.2296,5.0542,15.0198,15.7825,18.4532,-0.5695,9.5358,39.0127,-12.70,2015-04-24,1,-12.7
1473,003567,华夏行业景气混合,HXHYJQHH,2019-08-30,1.2308,1.2308,0.0569,0.2280,1.3421,6.5997,11.9622,24.0726,18.7916,,25.7715,23.08,2017-02-04,1,23.08
1474,168204,中融中证煤炭指数分级,ZRZZMTZSFJ,2019-08-30,0.88,0.6390,-1.1236,0.2278,-5.3763,-7.4658,-6.1835,-1.9263,-34.3464,-21.9259,10.2757,-37.4740,2015-06-25,1,-37.474
1475,001325,鹏华弘和混合A,PHHHHHA,2019-08-30,1.1564,1.1964,0.0779,0.2277,0.8783,5.7088,4.1175,5.8584,9.7220,13.4463,3.9276,19.6518,2015-05-25,1,19.6518
1476,001324,华宝新价值混合,HBXJZHH,2019-08-30,1.2338,1.2338,0.1055,0.2275,0.5624,6.2522,4.9685,10.6646,12.3987,17.4712,10.7739,23.38,2015-06-01,1,23.38
1477,240012,华宝增强收益债券A,HBZQSYZQA,2019-08-30,1.1943,1.5743,0.0419,0.2266,1.3321,2.8771,3.6629,7.5656,8.0814,6.3720,5.6529,60.7024,2009-02-17,1,33.2527
1478,003197,光大保德信安诚债券A,GDBDXACZQA,2019-08-30,1.0689,1.1454,-0.0374,0.2250,0.8967,2.0138,2.5815,5.8337,12.2422,,3.5268,15.0146,2017-03-28,1,15.0146
1479,340006,兴全全球视野股票,XQQQSYGP,2019-08-30,1.8296,4.5756,-0.2399,0.2246,4.3756,16.7283,21.5358,25.6680,18.1912,4.8001,42.3924,589.4624,2006-09-20,1,64.1742
1480,006581,建信优享稳健养老(FOF),JXYXWJYLFOF,2019-08-28,1.0285,1.0285,-0.0292,0.2241,0.7938,2.6447,2.3689,,,,,2.85,2019-01-31,3,
1481,006072,民生加银创新成长混合,MSJYCXCZHH,2019-08-30,1.1639,1.1639,-0.3937,0.2239,6.9270,14.3208,15.2034,,,,16.4016,16.39,2018-12-26,1,16.39
