,code,name,py,3,4,jz,day1,week1,month1,month3,month6,year1,year2,year3,year0,yearall,1,2,3
2715,004456,兴银消费新趋势灵活配置,XYXFXQSLHPZ,2019-08-30,0.9618,0.9618,-0.0623,-0.0104,-1.2729,4.3280,2.3627,10.6408,-7.6613,,13.9978,-3.8296,2017-06-15,1,-3.8296
2716,004957,中银证券安誉债券C,ZYZQAYZQC,2019-08-30,1.8988,1.9338,0.0105,-0.0105,0.3170,1.4154,1.8873,3.7879,,,2.5295,93.4710,2018-03-29,1,93.471
2717,000127,农银行业领先混合,NYHYLXHH,2019-08-30,2.5030,2.5030,-0.6194,-0.0160,6.4065,15.9118,12.2925,12.4135,21.8242,36.7685,32.0914,150.30,2013-06-25,1,132.5560
2718,004401,金信民兴债券C,JXMXZQC,2019-08-30,1.1901,1.1901,-0.0168,-0.0168,0.4558,1.3973,1.8921,3.7034,19.6682,,2.5595,19.01,2017-03-08,1,19.01
2719,000403,工银纯债债券B,GYCZZQB,2019-08-30,1.1697,1.2992,-0.0085,-0.0171,0.6020,1.5629,2.0948,5.8921,8.5719,3.4048,3.3851,30.8071,2014-05-16,1,25.4143
2720,004907,长安泓沣中短债债券A,CAHFZDZZQA,2019-08-30,1.1470,1.1470,0.0087,-0.0174,0.8884,4.3961,5.3066,3.6227,11.8697,,18.1134,14.6885,2017-08-09,1,14.6885
2721,164606,华泰柏瑞信用增利债,HTBRXYZLZ,2019-08-30,1.1424,1.3359,-0.0088,-0.0175,0.59,1.6099,1.8455,4.2907,9.9985,9.3503,2.2740,36.6147,2011-09-22,1,24.6720
2722,003407,景顺长城景泰丰利纯债A,JSCCJTFLCZA,2019-08-30,1.1416,1.2436,-0.0613,-0.0175,0.3428,1.3869,1.6215,5.3267,21.4937,,2.4156,24.5067,2017-01-13,1,24.5067
2723,004908,长安泓沣中短债债券C,CAHFZDZZQC,2019-08-30,1.1428,1.1428,0.0088,-0.0175,0.8739,4.3557,5.2206,4.2701,11.4710,,18.4862,14.2686,2017-08-09,1,14.2686
2724,002466,博时裕新纯债,BSYXCZ,2019-08-30,1.1350,1.1387,-0.0440,-0.0176,0.3182,1.1226,1.5842,4.9178,9.8636,11.5804,3.0040,13.9124,2016-03-30,1,13.9124
2725,003028,安信新优选混合A,AXXYXHHA,2019-08-30,1.1301,1.2201,-0.0265,-0.0176,0.7939,4.9791,6.8249,11.2084,15.9182,22.2095,11.1429,22.9428,2016-07-28,1,22.9428
2726,003029,安信新优选混合C,AXXYXHHC,2019-08-30,1.1205,1.2105,-0.0357,-0.0179,0.7825,4.9452,6.7651,11.0945,15.6762,21.2416,11.0615,21.9690,2016-07-28,1,21.969
2727,002962,中欧双利债券C,ZOSLZQC,2019-08-30,1.1110,1.1110,0.0180,-0.0180,0.3523,2.2079,1.8986,5.3380,7.0018,,4.3486,11.10,2016-11-23,1,11.1
2728,004544,嘉实稳华纯债债券,JSWHCZZQ,2019-08-30,1.0999,1.1299,0.0546,-0.0182,0.3467,1.2147,1.8237,5.1333,12.3420,,2.6606,13.0498,2017-06-14,1,13.0498
2729,000421,华泰柏瑞丰汇债券A,HTBRFHZQA,2019-08-30,1.0907,1.2048,-0.0367,-0.0183,0.2298,1.1594,1.3971,5.2541,10.9865,11.7058,2.1181,20.6423,2014-12-11,1,20.6423
2730,003315,景顺长城政策性金融债,JSCCZCXJRZ,2019-08-30,1.0931,1.0931,-0.0366,-0.0183,-0.0457,0.9512,0.4595,2.9769,6.7376,,0.5519,9.31,2017-01-25,1,9.31
2731,167003,平安鼎弘混合(LOF),PADHHHLOF,2019-08-30,1.0875,1.0875,-0.2568,-0.0184,2.7106,1.3891,0.7411,6.6804,7.2274,,6.7747,8.75,2017-04-26,1,8.75
2732,005824,泰康颐享混合C,TKYXHHC,2019-08-30,1.0870,1.0870,-0.0092,-0.0184,0.2398,1.2010,2.6440,7.9122,,,5.0140,8.70,2018-06-13,1,8.7
2733,000655,鑫元稳利债券,XYWLZQ,2019-08-30,1.0805,1.2725,-0.0555,-0.0185,0.3622,1.0946,0.9812,2.7428,4.7178,6.8440,1.3697,28.3196,2014-06-12,1,26.0507
2734,003842,中邮景泰灵活配置混合A,ZYJTLHPZHHA,2019-08-30,1.0796,1.0796,-0.0555,-0.0185,0.7654,2.0223,1.0199,-0.3507,1.2378,,-1.2260,7.96,2016-12-29,1,7.96
2735,002690,前海开源恒泽混合A,QHKYHZHHA,2019-08-30,1.0744,1.0744,0,-0.0186,-0.0744,0.1305,0.4112,2.0323,5.2302,7.5475,0.9774,7.44,2016-07-15,1,7.44
2736,005599,汇安量化优选灵活配置A,HALHYXLHPZA,2019-08-30,1.0727,1.0727,0.1868,-0.0186,-0.0745,8.9921,7.4958,8.1569,,,23.64,7.2593,2018-07-26,1,7.2593
2737,006087,华泰柏瑞中证500ETF联接C,HTBRZZ500ETFLJC,2019-08-30,0.5390,0.5390,-0.9191,-0.0186,-0.0927,1.3157,0.6348,4.1746,,,19.9910,-7.9891,2018-06-13,1,-7.9891
2738,006585,南方宝元债券C,NFBYZQC,2019-08-30,2.1446,3.5646,-0.0419,-0.0186,1.1032,3.90,6.2052,,,,11.0941,10.1285,2018-12-07,1,10.1285
2739,000152,大成景旭纯债债券A,DCJXCZZQA,2019-08-30,1.0703,1.3918,-0.0467,-0.0187,0.3187,1.2848,1.5586,4.8457,9.0976,10.1795,2.3084,41.8659,2013-07-23,1,29.9138
2740,519519,华泰柏瑞稳本增利债券A,HTBRWBZLZQA,2019-08-30,1.0694,1.5201,-0.0374,-0.0187,0.6210,1.9544,2.3643,5.1247,12.3249,11.9458,2.7044,62.5054,2006-04-13,1,19.1923
2741,005397,南方安养混合,NFAYHH,2019-08-30,1.0721,1.0721,-0.0652,-0.0187,-0.2326,1.3614,3.2653,6.4013,,,8.0202,7.21,2018-02-06,1,7.21
2742,002691,前海开源恒泽混合C,QHKYHZHHC,2019-08-30,1.0686,1.0686,0,-0.0187,-0.0842,0.15,0.3380,1.8684,4.8675,6.9670,0.9065,6.86,2016-07-15,1,6.86
2743,004682,万家安弘纯债一年定开债C,WJAHCZYNDKZC,2019-08-30,1.0216,1.1114,,-0.0188,0.7442,1.6249,2.2370,6.2072,11.3485,,3.9059,11.4042,2017-08-18,1,11.4042
2744,005552,国富新趋势混合A,GFXQSHHA,2019-08-30,1.0498,1.0498,-0.0190,-0.0190,0.2291,0.6713,0.9909,2.6699,,,1.5870,4.98,2018-02-08,1,4.98
2745,003545,东兴兴利债券,DXXLZQ,2019-08-30,1.0487,1.0487,-0.0286,-0.0191,0.5657,1.3041,1.1868,3.1170,2.5924,,1.4805,4.8595,2017-04-14,1,4.8595
2746,460003,华泰柏瑞稳本增利债券B,HTBRWBZLZQB,2019-08-30,1.0426,1.4780,-0.0288,-0.0192,0.6079,1.8861,2.2257,4.8040,11.6484,10.9626,2.5142,51.6471,2007-12-03,1,17.5794
2747,004586,鹏扬汇利债券C,PYHLZQC,2019-08-30,1.0425,1.1285,-0.0575,-0.0192,0.5692,2.3566,2.8982,7.6965,12.2680,,6.3554,13.1998,2017-06-02,1,13.1998
2748,002745,北信瑞丰丰利混合,BXRFFLHH,2019-08-30,1.0368,1.0368,-0.0386,-0.0193,0.0482,-0.4226,-0.6706,-0.7942,2.4506,3.2669,0.2223,3.68,2016-06-21,1,3.68
2749,164809,工银中证500指数,GYZZ500ZS,2019-08-30,1.0325,1.1951,-0.8927,-0.0194,-0.5778,0.0388,-0.9972,2.8982,-18.6972,-19.8644,18.2794,19.2176,2012-01-31,1,-3.7647
2750,005366,上投摩根丰瑞债券A,STMGFRZQA,2019-08-30,1.0241,1.0868,-0.0293,-0.0195,0.2742,1.2872,1.4125,4.7915,,,2.0629,8.8507,2017-11-27,1,8.8507
2751,005367,上投摩根丰瑞债券C,STMGFRZQC,2019-08-30,1.0250,1.0896,-0.0293,-0.0195,0.2640,1.3055,1.6039,4.9133,,,2.2353,9.1379,2017-11-27,1,9.1379
2752,004124,民生加银鑫升纯债,MSJYXSCZ,2019-08-30,1.0244,1.1308,-0.0390,-0.0195,0.3428,1.4340,1.7298,5.2967,11.2215,,2.6175,13.6350,2017-02-17,1,13.635
2753,003640,兴业裕丰债券,XYYFZQ,2019-08-30,1.0190,1.1150,-0.0490,-0.0196,0.3546,1.4198,1.3762,3.5346,9.8402,,2.1497,11.9162,2017-01-03,1,11.9162
2754,004956,中银证券安誉债券A,ZYZQAYZQA,2019-08-30,1.0198,1.0548,0.0098,-0.0196,0.3148,1.4423,1.9261,3.9836,,,2.6098,5.5745,2018-03-29,1,5.5745
2755,001575,兴银稳健债券,XYWJZQ,2019-08-30,1.0181,1.0960,-0.0589,-0.0197,0.2955,1.1813,1.4205,3.9260,9.3884,7.5260,2.0691,9.8916,2015-12-14,1,9.8916
2756,003521,万家1-3年政金债纯债C,WJ13NZJZCZC,2019-08-30,1.0110,1.1050,-0.0297,-0.0198,0.2777,1.1194,1.3834,5.5806,9.9803,,2.2005,10.8491,2016-11-25,1,10.8491
2757,006432,汇安鼎利纯债C,HADLCZC,2019-08-30,1.0006,1.0006,0,-0.02,-0.0799,-0.03,,,,,,0.06,2019-03-20,1,0.06
2758,004006,东方民丰回报赢安混合C,DFMFHBYAHHC,2019-08-30,0.9934,1.0064,0,-0.0202,-0.0504,-0.3111,0.1007,-0.7990,-1.2253,,1.7098,0.5823,2017-03-09,1,0.5823
2759,001241,国寿安保中证500ETF联接,GSABZZ500ETFLJ,2019-08-30,0.4842,0.4842,-0.9005,-0.0207,-0.5748,-0.2881,-0.2470,2.4545,-20.1516,-18.8536,18.5604,-51.5848,2015-05-29,1,-51.5848
2760,000008,嘉实中证500ETF联接A,JSZZ500ETFLJA,2019-08-30,1.3238,1.3898,-0.9206,-0.0227,-0.5260,-0.1960,-1.5835,1.5875,-21.3199,-19.4624,16.8918,39.1851,2013-03-22,1,8.0630
2761,004044,金鹰转型动力混合,JYZXDLHH,2019-08-30,0.8792,0.8792,-0.6890,-0.0227,0.3309,0.3882,0.1253,-1.3354,,,10.2583,-12.08,2017-11-16,1,-12.08
2762,160618,鹏华丰泽债券(LOF),PHFZZQLOF,2019-08-30,1.3198,1.6848,-0.0303,-0.0228,0.8636,1.8364,2.8122,9.5270,14.9652,17.3156,3.6764,76.1933,2011-12-08,1,39.5038
2763,002903,广发中证500ETF联接C,GFZZ500ETFLJC,2019-08-30,0.8609,0.8609,-0.8637,-0.0232,-0.5545,-0.1739,-1.4876,1.3062,-21.4794,-20.4711,16.6057,-13.91,2016-06-15,1,-13.91
2764,161724,招商中证煤炭等权指数分级,ZSZZMTDQZSFJ,2019-08-30,0.8571,0.6227,-1.3921,-0.0233,-5.4912,-8.4979,-4.7137,-2.5119,-32.6018,-17.6743,12.2740,-38.3309,2015-05-20,1,-38.3309
2765,160119,南方中证500ETF联接A,NFZZ500ETFLJA,2019-08-30,1.2498,1.3498,-0.9275,-0.0239,-0.5728,0.0561,-1.8610,1.8333,-21.2526,-20.1916,17.1212,36.5046,2009-09-25,1,15.1040
2766,485119,工银信用纯债债券A,GYXYCZZQA,2019-08-30,1.2438,1.2848,-0.0321,-0.0241,0.6881,1.6508,1.5429,4.6089,9.4894,7.6883,2.2525,28.8651,2012-11-14,1,21.4563
2767,460008,华泰柏瑞稳健收益债券A,HTBRWJSYZQA,2019-08-30,1.2309,1.4409,-0.0568,-0.0243,0.4817,1.8957,2.3277,5.2661,14.2995,11.8320,2.8750,45.0461,2012-12-04,1,32.3413
2768,519189,万家信用恒利债券C,WJXYHLZQC,2019-08-30,1.2371,1.3471,-0.0323,-0.0243,0.61,1.5764,2.0457,5.9342,9.7832,8.6132,3.2724,35.5493,2012-09-21,1,25.3693
2769,485019,工银信用纯债债券B,GYXYCZZQB,2019-08-30,1.2124,1.2484,-0.0330,-0.0248,0.6559,1.5410,1.3289,4.1581,8.5407,6.2577,1.9594,25.1231,2012-11-14,1,18.9383
2770,003884,汇安沪深300指数增强A,HAHS300ZSZQA,2019-08-30,1.1617,1.1617,0.4236,-0.0258,2.0557,8.5498,10.0303,13.5582,10.7014,,27.2817,16.17,2017-01-25,1,16.17
2771,003408,景顺长城景泰丰利纯债C,JSCCJTFLCZC,2019-08-30,1.1290,1.2310,-0.0620,-0.0266,0.3020,1.3031,1.4289,4.9086,20.5361,,2.1604,23.2361,2017-01-13,1,23.2361
2772,004685,金元顺安元启灵活配置混合,JYSAYQLHPZHH,2019-08-30,1.1242,1.1242,-0.9079,-0.0267,-1.2907,0.2497,2.9393,6.1568,,,3.4032,12.42,2017-11-14,1,12.42
2773,160617,鹏华丰润债券(LOF),PHFRZQLOF,2019-08-30,1.1037,1.5721,-0.0724,-0.0272,0.3363,1.5004,2.0865,6.0424,10.7121,8.6811,2.6889,67.6798,2010-12-02,1,37.5969
2774,675091,西部利得祥逸债券A,XBLDXYZQA,2019-08-30,1.0929,1.0929,0,-0.0274,-0.3919,-1.6292,-1.8853,-0.1644,7.7598,,-1.4784,9.29,2017-03-10,1,9.29
2775,162711,广发中证500ETF联接A,GFZZ500ETFLJA,2019-08-30,1.0769,1.0769,-0.8653,-0.0278,-0.5357,-0.1298,-1.3918,1.4986,-21.1062,-19.8497,16.7498,7.69,2009-11-26,1,6.9202
2776,003236,信诚惠盈债券A,XCHYZQA,2019-08-30,1.0803,1.0803,-0.0185,-0.0278,0.4090,1.3415,1.2845,3.1707,5.4877,,2.0402,8.03,2016-09-02,1,8.03
2777,003237,信诚惠盈债券C,XCHYZQC,2019-08-30,1.0772,1.0772,-0.0186,-0.0278,0.4008,1.3073,1.2692,3.0518,5.2879,,1.9979,7.72,2016-09-02,1,7.72
2778,000153,大成景旭纯债债券C,DCJXCZZQC,2019-08-30,1.0691,1.3661,-0.0467,-0.0281,0.2908,1.1812,1.3602,4.4588,8.1685,8.9476,2.1539,38.9243,2013-07-23,1,27.9229
2779,003014,中融恒泰纯债C,ZRHTCZC,2019-08-30,1.0662,1.1242,-0.0281,-0.0281,0.2728,0.6919,0.9646,3.6750,9.9752,,1.6670,12.7774,2016-12-27,1,12.7774
2780,003843,中邮景泰灵活配置混合C,ZYJTLHPZHHC,2019-08-30,1.0664,1.0664,-0.0562,-0.0281,0.7844,1.9698,1.1381,-0.8553,0.2633,,-1.1219,6.64,2016-12-29,1,6.64
2781,005252,中海添瑞定开混合,ZHTRDKHH,2019-08-30,1.0673,1.0673,0.0094,-0.0281,-0.2244,0.3573,-0.3362,5.1010,,,3.0610,6.7193,2018-01-19,1,6.7193
2782,166010,中欧鼎利债券,ZODLZQ,2019-08-30,1.0648,1.4660,0,-0.0282,-0.1594,-0.0751,-0.4767,2.1782,4.8031,5.9454,2.6511,52.6966,2011-06-16,1,33.7768
2783,006731,方正富邦富利纯债A,FZFBFLCZA,2019-08-30,1.0596,1.0596,-0.0660,-0.0283,2.0613,5.0045,5.2966,,,,5.8753,5.96,2018-12-05,1,5.96
2784,003013,中融恒泰纯债A,ZRHTCZA,2019-08-30,1.0474,1.1154,-0.0286,-0.0286,0.3065,0.7816,1.1173,3.9667,9.5142,,1.8638,11.9936,2016-12-27,1,11.9936
2785,005553,国富新趋势混合C,GFXQSHHC,2019-08-30,1.0480,1.0480,-0.0286,-0.0286,0.2008,0.5855,0.8371,2.6043,,,1.5110,4.80,2018-02-08,1,4.8
2786,002927,长盛盛和纯债A,CSSHCZA,2019-08-30,1.0388,1.0876,-0.0096,-0.0288,0.6687,1.9031,2.4155,6.1113,10.6020,7.7801,3.7665,8.9872,2016-07-05,1,8.9872
2787,000186,华泰柏瑞季季红债券,HTBRJJHZQ,2019-08-30,1.0428,1.3650,-0.0192,-0.0288,0.5787,1.6925,2.0013,6.1541,15.2151,15.7764,2.8446,42.2198,2013-11-13,1,32.3227
2788,002928,长盛盛和纯债C,CSSHCZC,2019-08-30,1.0367,1.0863,0,-0.0289,0.6505,1.8069,2.2891,5.8569,10.0758,7.6696,3.5879,8.8540,2016-07-05,1,8.854
2789,005864,国投瑞银顺达纯债债券,GTRYSDCZZQ,2019-08-30,1.0342,1.0642,-0.0483,-0.0290,0.2909,1.2532,1.5332,4.9563,,,2.4319,6.4677,2018-06-07,1,6.4677
2790,686869,浙商聚盈纯债C,ZSJYCZC,2019-08-30,1.0399,1.3050,-0.0288,-0.0293,0.4852,1.2762,1.5395,5.7638,12.2282,13.1238,2.8479,33.0336,2012-09-18,1,25.5034
2791,006300,华宝宝丰高等级债券A,HBBFGDJZQA,2019-08-30,1.0165,1.0415,-0.0492,-0.0293,0.2539,1.2227,1.4045,4.1728,,,2.2806,4.1728,2018-08-30,1,4.1728
2792,007232,万家平衡养老目标三年(FOF),WJPHYLMBSNFOF,2019-08-28,1.0231,1.0231,-0.1269,-0.0293,0.0391,2.1670,,,,,,2.31,2019-04-22,3,
2793,006012,中信保诚稳鸿C,ZXBCWHC,2019-08-30,1.0143,1.0263,-0.0394,-0.0295,0.5054,1.3282,2.3589,2.7585,,,3.2859,2.6455,2018-05-31,1,2.6455
2794,006636,华富恒欣纯债债券A,HFHXCZZQA,2019-08-30,1.0081,1.0081,-0.0099,-0.0298,0.2486,0.7596,,,,,,0.7999,2019-05-06,1,0.7999
2795,006155,新华家盈双利混合A,XHJYSLHHA,2019-08-30,1.0038,1.0038,0,-0.0299,-0.6434,0.8135,,,,,,0.38,2019-03-05,1,0.38
2796,270026,广发中小板300联接,GFZXB300LJ,2019-08-30,0.9779,0.9779,-0.8718,-0.0307,0,4.0430,-0.8215,0.4726,-20.9267,-20.9905,20.6688,-2.21,2011-06-09,1,-0.1022
2797,002628,招商安博灵活配置混合A,ZSABLHPZHHA,2019-08-30,1.2495,1.2495,-0.2236,-0.0320,3.7791,13.6426,16.33,23.5294,23.3465,24.4522,27.9832,24.95,2016-05-25,1,24.95
2798,006656,方正富邦中证500ETF联接A,FZFBZZ500ETFLJA,2019-08-30,0.9374,0.9374,-0.8777,-0.0320,-0.5938,1.5491,,,,,,-6.26,2019-03-26,1,-6.26
2799,004348,南方中证500ETF联接C,NFZZ500ETFLJC,2019-08-30,1.2433,1.3433,-0.9323,-0.0321,-0.6076,-0.0482,-2.0638,1.4277,-21.8836,,16.7967,-21.2503,2017-02-23,1,-21.2503
2800,460108,华泰柏瑞稳健收益债券C,HTBRWJSYZQC,2019-08-30,1.1963,1.4063,-0.0585,-0.0334,0.4450,1.7955,2.0734,4.8086,13.3831,10.7215,2.5635,41.5021,2012-12-04,1,29.9376
2801,002189,农银汇理国企改革混合,NYHLGQGGHH,2019-08-30,1.4856,1.4856,-0.4623,-0.0336,6.2281,15.5839,12.9476,13.4132,22.0306,46.3790,33.1779,48.56,2016-06-03,1,48.56
2802,006011,中信保诚稳鸿A,ZXBCWHA,2019-08-30,6.5285,6.6785,-0.0413,-0.0337,0.5034,1.3354,2.3617,2.8693,,,3.2844,568.0432,2018-05-31,1,568.0432
2803,200009,长城稳健增利债券,CCWJZLZQ,2019-08-30,1.1685,1.5735,-0.0342,-0.0342,0.12,0.4988,0.0514,0.2574,2.50,3.3916,1.2477,66.4921,2008-08-27,1,25.1824
2804,004625,南方高元债发起A,NFGYZFQA,2019-08-30,1.1584,1.1584,0.0345,-0.0345,1.1614,3.6970,5.0417,9.8634,14.8751,,7.4583,15.8168,2017-06-16,1,15.8168
2805,003935,银华10年地方政府债C,YH10NDFZFZC,2019-08-30,1.1375,1.1375,-0.0176,-0.0352,0.8601,2.4959,1.7806,7.1395,13.6250,,2.9411,13.7386,2017-06-16,1,13.7386
2806,000943,工银中高等级信用债债券A,GYZGDJXYZZQA,2019-08-30,1.1239,1.1239,-0.0267,-0.0356,0.6087,1.7380,2.3682,6.1284,11.6087,8.2755,3.6330,12.39,2015-12-02,1,12.39
2807,003934,银华10年地方政府债A,YH10NDFZFZA,2019-08-30,1.1196,1.1196,-0.0268,-0.0357,0.8649,2.5275,1.7818,7.0876,11.7923,,2.8477,11.9488,2017-06-16,1,11.9488
2808,003418,华润元大润鑫债券A,HRYDRXZQA,2019-08-30,1.1104,1.1104,-0.0540,-0.0360,0.1985,1.1201,1.4157,4.4002,9.6691,,2.1433,11.04,2016-10-17,1,11.04
2809,000944,工银中高等级信用债债券B,GYZGDJXYZZQB,2019-08-30,1.1061,1.1061,-0.0271,-0.0362,0.5820,1.6449,2.1613,5.6447,10.7207,6.9729,3.3738,10.61,2015-12-02,1,10.61
2810,004388,鹏华丰享债券,PHFXZQ,2019-08-30,1.0840,1.1550,-0.0277,-0.0368,0.8748,2.2880,3.1206,6.8446,14.0006,,4.3777,15.9386,2017-03-09,1,15.9386
2811,161019,富国新天锋债券(LOF),FGXTFZQLOF,2019-08-30,1.0696,1.4701,-0.0467,-0.0374,0.8962,1.7117,3.0344,8.8622,9.2970,10.5466,6.3065,58.3406,2012-05-07,1,30.5683
2812,000422,华泰柏瑞丰汇债券C,HTBRFHZQC,2019-08-30,1.0643,1.1784,-0.0470,-0.0376,0.1977,1.0731,1.2147,4.8485,10.0616,10.3704,1.8789,17.9860,2014-12-11,1,17.986
2813,005600,汇安量化优选灵活配置C,HALHYXLHPZC,2019-08-30,1.0633,1.0633,0.1696,-0.0376,-0.1315,8.8555,7.1443,7.3390,,,23.0671,6.3194,2018-07-26,1,6.3194
2814,005461,南方希元转债,NFXYZZ,2019-08-30,1.0608,1.0608,-0.3195,-0.0377,3.9898,11.6397,6.3992,8.9229,,,23.0198,6.08,2018-03-14,1,6.08
2815,003788,方正富邦惠利纯债C,FZFBHLCZC,2019-08-30,1.0586,1.3176,-0.0755,-0.0378,0.1514,0.8286,1.2092,6.7505,12.0304,,1.6862,33.8961,2016-12-19,1,33.8961
2816,006732,方正富邦富利纯债C,FZFBFLCZC,2019-08-30,1.0577,1.0577,-0.0567,-0.0378,2.0158,4.8993,5.1705,,,,5.7066,5.77,2018-12-05,1,5.77
2817,090002,大成债券A/B,DCZQAB,2019-08-30,1.0542,2.1844,-0.0474,-0.0379,0.5053,1.5999,0.9770,4.6368,12.6876,13.2608,2.8540,198.9840,2003-06-12,1,54.6854
2818,003023,博时景发纯债债券,BSJFCZZQ,2019-08-30,1.0550,1.0550,-0.0474,-0.0379,0.4953,1.4716,1.7358,4.9751,7.7961,5.2159,2.7464,5.50,2016-08-03,1,5.5
2819,660009,农银增强收益债券A,NYZQSYZQA,2019-08-30,1.5743,1.6453,0.0127,-0.0381,0.4082,1.5284,2.0484,4.7021,8.0064,8.3408,3.5724,67.2028,2011-07-01,1,40.3458
2820,004988,人保双利A,RBSLA,2019-08-30,1.0469,1.0469,0.1243,-0.0382,0.1339,3.2344,2.7581,3.5202,,,4.7843,4.69,2017-12-04,1,4.69
2821,070039,嘉实中证500ETF联接C,JSZZ500ETFLJC,2019-08-30,1.0468,1.0468,-0.9275,-0.0382,-0.5605,-0.2953,-1.7089,,,,16.7001,4.68,2018-09-13,1,4.68
2822,003192,创金合信尊丰纯债,CJHXZFCZ,2019-08-30,1.0490,1.1293,-0.0572,-0.0382,0.3443,1.0013,1.5686,4.5651,10.3676,,2.7122,13.4209,2016-09-02,1,13.4209
2823,003787,方正富邦惠利纯债A,FZFBHLCZA,2019-08-30,1.0419,1.0879,-0.0767,-0.0384,0.1634,0.8811,1.3071,5.11,11.3362,,1.7925,8.9357,2016-12-19,1,8.9357
2824,161015,富国天盈债券(LOF)C,FGTYZQLOFC,2019-08-30,1.0392,1.7054,-0.0481,-0.0385,0.7367,2.0825,3.3002,7.8009,11.6219,13.8226,5.6098,76.5074,2011-05-23,1,34.3328
2825,003607,博时富益纯债债券,BSFYCZZQ,2019-08-30,1.04,1.1201,-0.0192,-0.0385,0.8632,2.0255,1.7330,5.9811,10.6790,,2.7643,12.2838,2016-11-04,1,12.2838
2826,004989,人保双利C,RBSLC,2019-08-30,1.0393,1.0393,0.1252,-0.0385,0.1060,3.1359,2.5659,3.1256,,,4.5258,3.93,2017-12-04,1,3.93
2827,000694,鑫元鸿利债券,XYHLZQ,2019-08-30,1.2863,1.3363,-0.0466,-0.0388,0.7677,1.5653,2.5864,7.0899,12.1291,13.9645,3.9343,33.6803,2014-06-26,1,32.0952
2828,004307,博时富元纯债债券,BSFYCZZQ,2019-08-30,1.0320,1.1245,-0.0097,-0.0388,0.6142,1.6849,2.0367,4.7645,10.58,,2.7973,12.9712,2017-02-16,1,12.9712
2829,006301,华宝宝丰高等级债券C,HBBFGDJZQC,2019-08-30,1.0209,1.0309,-0.0490,-0.0388,0.2431,1.1579,1.2771,3.09,,,2.0794,3.09,2018-08-30,1,3.09
2830,006638,人保鑫盛纯债A,RBXSCZA,2019-08-30,1.0295,1.0295,-0.0194,-0.0388,0.4782,1.1396,2.3258,,,,2.9294,2.95,2018-12-25,1,2.95
2831,686868,浙商聚盈纯债A,ZSJYCZA,2019-08-30,1.0412,1.3308,-0.0288,-0.0389,0.4934,1.3117,1.6126,5.9198,12.6309,14.0674,2.9601,36.0824,2012-09-18,1,27.2988
2832,006639,人保鑫盛纯债C,RBXSCZC,2019-08-30,1.0267,1.0267,-0.0195,-0.0389,0.4501,1.0631,2.1287,,,,2.6495,2.67,2018-12-25,1,2.67
2833,005690,中银安享债券,ZYAXZQ,2019-08-30,1.0212,1.0295,-0.0587,-0.0392,0.3932,1.5008,1.7135,,,,2.4636,2.9661,2018-11-26,1,2.9661
2834,003100,长盛盛景纯债C,CSSJCZC,2019-08-30,1.0140,1.0997,0.0099,-0.0394,0.6652,1.7894,2.1208,5.7550,12.3249,10.0826,3.3645,10.2918,2016-08-04,1,10.2918
2835,003099,长盛盛景纯债A,CSSJCZA,2019-08-30,1.0142,1.0870,0,-0.0395,0.6750,1.8293,2.1609,5.7103,10.7770,8.7317,3.4160,8.9492,2016-08-04,1,8.9492
2836,003733,金鹰添裕纯债债券,JYTYCZZQ,2019-08-30,1.0124,1.1214,-0.0494,-0.0395,0.4066,1.1987,1.7858,5.5111,10.8223,,2.4745,12.4736,2016-11-23,1,12.4736
2837,006472,海富通聚丰纯债,HFTJFCZ,2019-08-30,1.0110,1.0220,-0.0494,-0.0395,0.2876,1.1072,1.3077,,,,1.7311,2.1991,2018-11-30,1,2.1991
2838,007749,民生加银鹏程混合C,MSJYPCHHC,2019-08-30,1.0070,1.0070,-0.0397,-0.0396,0.8513,,,,,,,0.8513,2019-07-29,1,0.8513
2839,660011,农银中证500指数,NYZZ500ZS,2019-08-30,1.2532,1.2532,-0.9250,-0.0399,-0.7130,-0.5239,-2.2007,0.8774,-23.3798,-23.7203,16.4684,25.32,2011-11-29,1,2.5784
2840,006637,华富恒欣纯债债券C,HFHXCZZQC,2019-08-30,1.0007,1.0007,-0.02,-0.04,0.2103,0.04,,,,,,0.06,2019-05-06,1,0.06
2841,002629,招商安博灵活配置混合C,ZSABLHPZHHC,2019-08-30,1.2269,1.2269,-0.2277,-0.0407,3.7372,13.4968,16.0299,22.9236,22.0796,22.3230,27.5629,22.69,2016-05-25,1,22.69
2842,000566,华泰柏瑞创新升级混合,HTBRCXSJHH,2019-08-30,2.3570,2.68,0.2126,-0.0424,4.0618,8.5175,9.6279,14.0852,22.8732,45.1005,24.7090,171.9184,2014-05-06,1,136.4508
2843,004730,建信量化事件驱动股票,JXLHSJQDGP,2019-08-30,0.94,0.94,0.0958,-0.0425,2.0297,8.7837,10.9668,14.0362,,,27.5787,-6,2017-09-13,1,-6
2844,003194,汇添富中证上海国企ETF联接,HTFZZSHGQETFLJ,2019-08-30,0.9372,0.9372,-0.3403,-0.0427,-4.7851,1.8142,4.2376,13.2158,-8.0455,,19.9079,-6.28,2016-09-18,1,-6.28
2845,450005,国富强化收益债券A,GFQHSYZQA,2019-08-30,1.1593,1.7256,-0.1292,-0.0431,0.4071,1.7130,2.7579,8.4992,9.5313,12.1990,6.9877,87.9016,2008-10-24,1,46.3344
